start,end,community_name,date_time,Participant_gender,appliances/percolator,appliances/hot_plate,appliances/cooking_coils,appliances/oven,appliances/electric_stove,appliances/epc,appliances/blender,appliances/deep_fryer,appliances/rice_cooker,appliances/microwave,appliances/juicer,appliances/popcorn_machine,appliances/ice_cream_machine,appliances/other,appliances/none,Sensor_Type,Sensor_ID,Record_the_wiring_status_of_the_socket,rent_own,own_home,tenancy_length,How_many_people_live_e_including_yourself,income,yaka_connection,yaka_on_premises,yaka_shared,yaka_shared_number,reason_no_yaka/meter_expensive,reason_no_yaka/electricity_expensive,reason_no_yaka/landlord_wont_allow,reason_no_yaka/someone_wont_allow,reason_no_yaka/not_my_property,reason_no_yaka/documents,reason_no_yaka/dont_understand_process,reason_no_yaka/waiting_for_connection,reason_no_yaka/dont_want_one,reason_no_yaka/other,reason_no_yaka_other,electricity_payment_to,electricity_payment_to/umeme,electricity_payment_to/landlord,electricity_payment_to/neighbor,electricity_payment_to/kamyufu,electricity_payment_to/other,electricity_payment_to/no_one,electricity_payment_to_other,connection_modality,cooking_with_electricity,cooking_with_electricity_yes_no,cooking_fuel_sources,cooking_fuel_sources/electricity,cooking_fuel_sources/charcoal,cooking_fuel_sources/firewood,cooking_fuel_sources/briquettes,cooking_fuel_sources/gas,cooking_fuel_sources/other,cooking_fuel_sources_other,electricity_used,electricity_fuel_likes,electricity_fuel_likes/cheap,electricity_fuel_likes/easy_to_get,electricity_fuel_likes/convenient,electricity_fuel_likes/good_taste,electricity_fuel_likes/traditional,electricity_fuel_likes/modern,electricity_fuel_likes/cooks_quickly,electricity_fuel_likes/cooks_right_amount,electricity_fuel_likes/good_smell,electricity_fuel_likes/safe,electricity_fuel_likes/clean,electricity_fuel_likes/familiarity,electricity_fuel_likes/sold_nearby,electricity_fuel_likes/right_quantities,electricity_fuel_likes/none,electricity_fuel_likes/other,electricity_fuel_likes_other,electricity_fuel_dislikes,electricity_fuel_dislikes/expensive,electricity_fuel_dislikes/sold_far,electricity_fuel_dislikes/poor_quality,electricity_fuel_dislikes/smoky,electricity_fuel_dislikes/not_convenient,electricity_fuel_dislikes/bad_taste,electricity_fuel_dislikes/cooks_slowly,electricity_fuel_dislikes/not_safe,electricity_fuel_dislikes/dirty,electricity_fuel_dislikes/wrong_quantities,electricity_fuel_dislikes/bad_smell,electricity_fuel_dislikes/unfamiliarity,electricity_fuel_dislikes/none,electricity_fuel_dislikes/other,electricity_fuel_dislikes_other,_id,_index
2023-04-18 12:04:49.071000+03:00,2023-04-19 08:42:19.766000+03:00,katwe_2,2023-04-18 12:04:00+03:00,female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kosko,Em095,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,charcoal,0,1,0,0,0,0,,,convenient,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,expensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,232829068,31
2023-04-18 12:59:17.794000+03:00,2023-04-19 08:43:44.996000+03:00,nsambya_gogonya,2023-04-18 12:59:00+03:00,female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a2ei,2.02086E+11,open_ground,own,home,5,7,1000,no,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Old metre,kamyufu,0,0,0,1,0,0,,f,yes,1,charcoal,0,1,0,0,0,0,,,convenient,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,expensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,232829071,32
2023-04-18 15:51:41.196000+03:00,2023-04-19 08:44:59.550000+03:00,nsambya_gogonya,2023-04-18 15:51:00+03:00,female,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,kosko,EM-103,correct,own,home,40,10,2000,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umeme,1,0,0,0,0,0,,a,yes,1,charcoal,0,1,0,0,0,0,,,convenient modern clean,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,expensive not_safe,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,232829074,33
2023-04-18 16:21:05.727000+03:00,2023-04-19 08:47:15.042000+03:00,nsambya_gogonya,2023-04-18 16:21:00+03:00,female,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,kosko,EM-083,correct,own,home,5,4,1200,yes,yes,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umeme,1,0,0,0,0,0,,d,yes,1,charcoal,0,1,0,0,0,0,,,convenient,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,expensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,232829076,34
2023-04-19 10:02:49.677000+03:00,2023-04-19 19:17:26.117000+03:00,mengo,2023-04-19 10:02:00+03:00,male,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a2ei,2.02086E+11,open_ground,own,home,40,7,1500,no,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Kamyufu,kamyufu,0,0,0,1,0,0,,e,yes,1,charcoal,0,1,0,0,0,0,,,cheap,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,not_convenient,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,232962421,35
2023-04-19 10:31:58.201000+03:00,2023-04-19 19:17:32.244000+03:00,mengo,2023-04-19 10:31:00+03:00,female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kosko,EM-091,open_ground,rent,home,1,3,700,no,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Kamyufu,kamyufu,0,0,0,1,0,0,,e,yes,1,charcoal,0,1,0,0,0,0,,,convenient safe cooks_quickly modern,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,not_safe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,232962424,36
2023-04-19 10:57:02.206000+03:00,2023-04-19 19:17:40.656000+03:00,mengo,2023-04-19 10:57:00+03:00,male,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a2ei,2.02086E+11,open_ground,rent,home,5,1,1500,no,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Kamyufu,kamyufu,0,0,0,1,0,0,,e,yes,1,charcoal,0,1,0,0,0,0,,,convenient,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,not_safe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,232962425,37
2023-04-19 14:59:07.286000+03:00,2023-04-19 19:17:50.728000+03:00,bwaise_2,2023-04-19 14:59:00+03:00,female,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,kosko,EM-090,open_ground,rent,home,15,3,1000,no,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Kamyufu,kamyufu,0,0,0,1,0,0,,e,yes,1,charcoal,0,1,0,0,0,0,,,convenient easy_to_get,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,not_safe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,232962428,38
2023-04-19 15:40:24.766000+03:00,2023-04-19 19:17:58.937000+03:00,bwaise_2,2023-04-19 15:40:00+03:00,female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a2ei,2.02086E+11,live_neu_reverse,own,home,45,7,2000,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umeme,1,0,0,0,0,0,,a,yes,1,charcoal,0,1,0,0,0,0,,,convenient,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,expensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,232962429,39
2023-04-19 16:18:48.272000+03:00,2023-04-21 17:17:39.753000+03:00,bwaise_2,2023-04-19 16:18:00+03:00,male,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,a2ei,2.02086E+11,open_ground,rent,home,10,2,800,no,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Kamyufu,kamyufu,0,0,0,1,0,0,,e,yes,1,charcoal,0,1,0,0,0,0,,,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Economical,not_safe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,232962431,40
2023-04-19 09:45:33.071000+03:00,2023-04-19 21:57:27.667000+03:00,mengo,2023-04-19 09:45:00+03:00,female,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a2ei,2.02086E+11,open_ground,own,home,40,4,1200,no,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Kamyufu,kamyufu,0,0,0,1,0,0,,e,yes,1,charcoal,0,1,0,0,0,0,,,cooks_quickly convenient,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,not_safe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,232991358,41
2023-04-19 10:19:07.336000+03:00,2023-04-19 21:57:39.932000+03:00,mengo,2023-04-19 10:19:00+03:00,female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kosko,Em099,open_ground,rent,home,10,6,500,no,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,,kamyufu,0,0,0,1,0,0,,e,yes,1,charcoal,0,1,0,0,0,0,,,cooks_quickly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,232991362,42
2023-04-19 10:45:26.312000+03:00,2023-04-19 21:58:29.653000+03:00,mengo,2023-04-19 10:45:00+03:00,male,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a2ei,2.02086E+11,open_ground,own,home,20,5,450,no,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,,umeme kamyufu,1,0,0,1,0,0,,f,yes,1,charcoal,0,1,0,0,0,0,,,cooks_quickly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,expensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,232991364,43
2023-04-19 13:32:09.739000+03:00,2023-04-19 21:58:24.573000+03:00,bwaise_2,2023-04-19 13:32:00+03:00,male,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a2ei,2.02086E+11,correct,rent,home,1,10,1200,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umeme,1,0,0,0,0,0,,a,yes,1,charcoal,0,1,0,0,0,0,,,convenient cooks_quickly,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,expensive not_safe,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,232991368,44
2023-04-19 13:56:35.442000+03:00,2023-04-19 21:58:19.340000+03:00,bwaise_2,2023-04-19 13:56:00+03:00,female,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,kosko,Em072,correct,own,home,15,8,900,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umeme,1,0,0,0,0,0,,a,yes,1,charcoal,0,1,0,0,0,0,,,cooks_quickly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,expensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,232991371,45
2023-04-19 14:26:47.046000+03:00,2023-04-19 21:57:47.255000+03:00,bwaise_2,2023-04-19 14:26:00+03:00,female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,kosko,Em088,open_ground,rent,home,4,6,1200,yes,yes,yes,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kamyufu,0,0,0,1,0,0,,f,yes,1,charcoal,0,1,0,0,0,0,,,convenient,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,expensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,232991381,46
2023-04-20 10:20:22.884000+03:00,2023-04-20 15:26:13.639000+03:00,kanyanya,2023-04-20 10:20:00+03:00,female,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kosko,EM-088,correct,own,home,45,10,1200,yes,yes,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umeme,1,0,0,0,0,0,,a,yes,1,charcoal,0,1,0,0,0,0,,,cooks_quickly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,not_safe not_convenient,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,233136217,47
2023-04-20 12:39:00.548000+03:00,2023-04-20 15:26:20.648000+03:00,kanyanya,2023-04-20 12:39:00+03:00,female,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kosko,EM-087,open_ground,rent,home,4,2,2000,no,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Kamyufu,kamyufu,0,0,0,1,0,0,,e,yes,1,charcoal,0,1,0,0,0,0,,,cooks_quickly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,not_safe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,233136219,48
2023-04-20 13:24:08.803000+03:00,2023-04-20 15:26:26.911000+03:00,kanyanya,2023-04-20 13:24:00+03:00,male,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,a2ei,2.02086E+11,correct,rent,home,5,2,1000,yes,yes,yes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umeme,1,0,0,0,0,0,,d,yes,1,charcoal,0,1,0,0,0,0,,,convenient,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,not_safe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,233136221,49
2023-04-20 14:48:50.112000+03:00,2023-04-20 15:26:34.056000+03:00,bwaise_2,2023-04-20 14:48:00+03:00,male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kosko,EM-094,correct,rent,home,3,3,1000,no,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Kamyufu,kamyufu,0,0,0,1,0,0,,e,yes,1,charcoal,0,1,0,0,0,0,,,modern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,not_safe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,233136226,50
2023-04-20 15:03:51.346000+03:00,2023-04-20 15:26:39.246000+03:00,bwaise_2,2023-04-20 15:03:00+03:00,female,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,kosko,EM-089,open_ground,rent,home,1,3,1000,no,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Kamyufu,kamyufu,0,0,0,1,0,0,,e,yes,1,charcoal,0,1,0,0,0,0,,,cooks_quickly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,not_safe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,233136227,51
2023-04-20 11:00:55.294000+03:00,2023-04-20 15:26:48.694000+03:00,kanyanya,2023-04-20 11:00:00+03:00,female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kosko,EM-085,correct,own,home,50,8,2000,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umeme,1,0,0,0,0,0,,a,yes,1,firewood,0,0,1,0,0,0,,,convenient clean,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,expensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,233136299,52
2023-04-20 11:29:41.393000+03:00,2023-04-20 15:27:03.155000+03:00,kanyanya,2023-04-20 11:29:00+03:00,female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kosko,Em093,correct,own,home,30,5,3000,yes,yes,yes,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umeme,1,0,0,0,0,0,,d,yes,1,charcoal firewood gas,0,1,1,0,1,0,,,convenient,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,expensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,233136303,53
2023-04-20 12:03:32.408000+03:00,2023-04-20 15:26:57.987000+03:00,kanyanya,2023-04-20 12:03:00+03:00,male,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,kosko,EM-074,live_grd_reverse__missing_grd,own,home,50,4,4000,yes,yes,yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umeme,1,0,0,0,0,0,,d,yes,1,gas charcoal,0,1,0,0,1,0,,,cooks_quickly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,expensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,233136304,54
