TIME,VOLTAGE,CURRENT,WATT,KWH,DEVICE STATUS
23-05-08 22:45:51,176.612,5.03,891.091,2.425,ON
23-04-11 16:16:40,202.21,5.73,1161.716,0.406,ON
23-04-11 16:26:25,214.795,0.025,0.092,0.589,OFF
23-04-11 16:31:29,206.58,0.025,0.045,0.589,OFF
23-04-11 16:46:29,204.767,0.025,0.087,0.589,OFF
23-04-11 17:01:29,201.655,0.025,0.081,0.589,OFF
23-04-11 22:39:32,165.617,4.706,781.677,0.59,ON
23-04-11 22:50:49,172.75,0.025,0.013,0.728,OFF
23-06-13 00:08:26,203.884,0.025,0.01,4.477,OFF
23-06-13 00:23:26,213.039,0.025,0.029,4.477,OFF
23-06-13 00:38:26,228.145,0.025,0.139,4.477,OFF
23-06-13 00:53:26,221.891,0.025,0.023,4.477,OFF
23-06-13 01:08:26,227.052,0.025,0.066,4.477,OFF
23-06-13 01:23:26,218.7,0.025,0.011,4.477,OFF
23-06-12 21:48:40,189.032,0.025,0.043,4.477,OFF
23-06-12 22:03:40,203.005,0.025,0.016,4.477,OFF
23-06-12 22:18:40,196.064,0.025,0.286,4.477,OFF
23-06-12 22:33:40,206.516,0.025,0.007,4.477,OFF
23-06-12 22:48:40,204.732,0.025,0.052,4.477,OFF
23-06-12 23:03:40,200.951,0.025,0.022,4.477,OFF
23-06-12 23:18:40,194.86,0.025,0.02,4.477,OFF
23-06-12 23:38:26,195.132,0.025,0.045,4.477,OFF
23-06-12 23:53:26,205.688,0.025,0.237,4.477,OFF
23-06-14 12:21:38,219.195,0.025,0.159,4.477,OFF
23-06-14 12:36:38,234.158,0.025,0.068,4.477,OFF
23-06-14 12:51:38,243.874,0.025,0.048,4.477,OFF
23-06-14 13:06:38,241.597,0.025,0.077,4.477,OFF
23-06-14 13:21:38,243.277,0.025,0.209,4.477,OFF
23-06-14 13:36:38,239.606,0.025,0.145,4.477,OFF
23-06-14 13:51:38,241.811,0.025,0.199,4.477,OFF
23-06-14 14:06:38,227.244,0.025,0.086,4.477,OFF
23-06-14 14:21:38,235.951,0.025,0.147,4.478,OFF
23-06-14 14:36:38,247.242,0.025,0.013,4.478,OFF
23-06-14 14:51:38,239.037,0.025,0.154,4.478,OFF
23-06-14 15:06:38,238.693,0.025,0.152,4.478,OFF
23-06-14 15:21:38,237.12,0.025,0.092,4.478,OFF
23-06-14 15:36:38,251.936,0.025,0.259,4.478,OFF
23-06-14 15:51:38,230.58,0.025,0.015,4.478,OFF
23-06-14 16:06:38,240.995,0.025,0.139,4.478,OFF
22-10-03 00:13:04,230.597,0.025,0.048,0.155,OFF
22-10-03 00:28:04,230.976,0.025,0.054,0.155,OFF
22-10-03 00:43:04,230.741,0.025,0.285,0.155,OFF
22-10-03 00:58:04,230.743,0.025,0.186,0.155,OFF
22-10-03 01:13:04,230.332,0.025,0.112,0.156,OFF
22-10-03 01:28:04,230.76,0.025,0.099,0.156,OFF
22-10-03 01:43:04,230.53,0.025,0.079,0.156,OFF
22-10-03 01:58:04,230.63,0.025,0.079,0.156,OFF
22-10-03 02:13:04,230.744,0.025,0.009,0.156,OFF
22-10-03 02:28:04,230.676,0.025,0.045,0.156,OFF
22-10-03 02:43:04,231.168,0.025,0.257,0.156,OFF
22-10-03 02:58:04,230.646,0.025,0.087,0.156,OFF
22-10-03 03:13:04,230.803,0.025,0.089,0.156,OFF
22-10-03 03:28:04,230.219,0.025,0.083,0.156,OFF
22-10-03 03:43:04,230.445,0.025,0.02,0.156,OFF
22-10-03 03:58:04,230.327,0.025,0.084,0.156,OFF
22-10-03 04:13:04,230.26,0.025,0.038,0.156,OFF
22-10-03 04:28:04,230.812,0.025,0.034,0.156,OFF
22-10-03 04:43:04,230.521,0.025,0.2,0.156,OFF
22-10-03 04:58:04,230.798,0.025,0.042,0.156,OFF
22-10-03 05:13:04,230.345,0.025,0.111,0.156,OFF
22-10-03 05:28:04,230.787,0.025,0.02,0.156,OFF
22-10-03 05:43:04,230.782,0.025,0.127,0.156,OFF
22-10-03 05:58:04,230.63,0.025,0.269,0.156,OFF
22-10-03 06:13:04,230.176,0.025,0.072,0.156,OFF
22-10-03 06:28:04,230.858,0.025,0.061,0.156,OFF
22-10-03 06:43:04,231.317,0.025,0.207,0.156,OFF
22-10-03 06:58:04,230.144,0.025,0.036,0.156,OFF
22-10-03 07:13:04,230.307,0.025,0.155,0.156,OFF
22-10-03 07:28:04,230.25,0.025,0.118,0.156,OFF
22-10-03 07:43:04,230.77,0.025,0.082,0.156,OFF
22-10-03 07:58:04,230.518,0.025,0.163,0.156,OFF
22-10-03 08:13:04,230.648,0.025,0.017,0.156,OFF
22-10-03 08:28:04,230.527,0.025,0.224,0.156,OFF
22-10-03 08:43:04,230.578,0.025,0.11,0.156,OFF
22-10-03 08:58:04,230.92,0.025,0.147,0.156,OFF
22-10-03 09:13:04,230.867,0.025,0.013,0.156,OFF
22-10-03 09:28:04,230.762,0.025,0.313,0.157,OFF
22-10-03 09:43:04,230.802,0.025,0.204,0.157,OFF
22-10-03 09:58:04,230.143,0.025,0.082,0.157,OFF
22-10-03 10:13:04,230.995,0.025,0.063,0.157,OFF
22-10-03 10:28:04,229.94,0.025,0.174,0.157,OFF
22-10-03 10:43:04,229.653,0.025,0.046,0.157,OFF
22-10-03 10:58:04,229.209,0.025,0.076,0.157,OFF
22-10-03 11:13:04,229.257,0.025,0.224,0.157,OFF
22-10-03 11:28:04,229.96,0.025,0.007,0.157,OFF
22-10-03 11:43:04,230.239,0.025,0.041,0.157,OFF
22-10-03 11:58:04,228.818,0.025,0.127,0.157,OFF
22-10-03 12:13:04,230.172,0.025,0.054,0.157,OFF
22-10-03 12:28:04,229.495,0.025,0.109,0.157,OFF
22-10-03 12:43:04,230.132,0.025,0.283,0.157,OFF
22-10-03 12:58:04,229.373,0.025,0.008,0.157,OFF
22-10-03 13:13:04,230.33,0.025,0.066,0.157,OFF
22-10-03 13:28:04,230.151,0.025,0.038,0.157,OFF
22-10-03 13:43:04,230.109,0.025,0.024,0.157,OFF
22-10-03 13:58:04,230.159,0.025,0.012,0.157,OFF
22-10-03 14:13:05,229.251,0.025,0.019,0.157,OFF
22-10-03 14:28:05,230.03,0.025,0.2,0.157,OFF
22-10-03 14:43:05,229.338,0.025,0.027,0.157,OFF
22-10-03 14:58:05,229.8,0.025,0.027,0.157,OFF
22-10-03 15:13:05,229.71,0.025,0.039,0.157,OFF
22-10-03 15:28:05,230.124,0.025,0.039,0.157,OFF
22-10-03 15:43:05,229.249,0.025,0.219,0.157,OFF
22-10-03 15:58:05,229.357,0.025,0.093,0.157,OFF
22-10-03 16:13:05,230.009,0.025,0.027,0.157,OFF
22-10-03 16:28:05,229.893,0.025,0.381,0.157,OFF
22-10-03 16:43:05,230.119,0.025,0.227,0.157,OFF
22-10-03 16:58:05,230.131,0.025,0.045,0.157,OFF
22-10-03 17:13:05,229.686,0.025,0.06,0.157,OFF
22-10-03 17:28:05,229.866,0.025,0.052,0.157,OFF
22-10-03 17:43:05,230.087,0.025,0.036,0.157,OFF
22-10-03 17:58:05,229.6,0.025,0.444,0.158,OFF
22-10-03 18:13:05,229.928,0.025,0.059,0.158,OFF
22-10-03 18:28:05,230.243,0.025,0.008,0.158,OFF
22-10-03 18:43:05,230.161,0.025,0.018,0.158,OFF
22-10-03 18:58:05,230.069,0.025,0.037,0.158,OFF
22-10-03 19:13:05,230.628,0.025,0.212,0.158,OFF
22-10-03 19:28:05,230.383,0.025,0.069,0.158,OFF
22-10-03 19:43:05,230.268,0.025,0.018,0.158,OFF
22-10-03 19:58:05,229.794,0.025,0.092,0.158,OFF
22-10-03 20:13:05,231.318,0.025,0.177,0.158,OFF
22-10-03 20:28:05,230.527,0.025,0.136,0.158,OFF
22-10-03 20:43:05,230.81,0.025,0.12,0.158,OFF
22-10-03 20:58:05,231.123,0.025,0.179,0.158,OFF
22-10-03 21:13:05,230.778,0.025,0.2,0.158,OFF
