TIME,VOLTAGE,CURRENT,WATT,KWH,DEVICE STATUS
23-05-24 02:20:42,186.791,0.025,0.006,2.128,OFF
23-05-24 02:41:00,131.044,0.025,0.079,2.128,OFF
23-05-24 02:58:15,138.095,0.025,0.015,2.128,OFF
23-05-24 03:13:15,133.29,0.025,0.053,2.128,OFF
23-05-24 03:28:15,165.584,0.025,0.103,2.128,OFF
23-05-24 03:43:15,141.465,0.025,0.111,2.128,OFF
23-05-24 03:58:15,131.301,0.025,0.022,2.128,OFF
23-05-24 04:13:15,139.004,0.025,0.045,2.128,OFF
23-05-24 04:28:15,143.745,0.025,0.041,2.128,OFF
23-05-24 04:43:15,137.724,0.025,0.036,2.129,OFF
23-05-24 04:58:15,150.757,0.025,0.08,2.129,OFF
23-05-24 05:13:15,143.176,0.025,0.01,2.129,OFF
23-05-24 05:28:15,195.083,0.025,0.024,2.129,OFF
23-05-24 05:43:15,139.566,0.025,0.07,2.129,OFF
23-05-24 05:58:15,179.072,0.025,0.137,2.129,OFF
23-05-24 06:13:15,194.291,0.025,0.136,2.129,OFF
23-05-24 06:28:15,198.781,0.025,0.165,2.129,OFF
23-05-24 06:43:15,198.962,0.025,0.052,2.129,OFF
23-05-24 06:58:15,145.634,0.025,0.071,2.129,OFF
23-05-24 07:13:15,180.7,0.025,0.145,2.129,OFF
23-05-24 07:28:15,189.945,0.025,0.036,2.129,OFF
23-05-24 07:43:15,141.23,0.025,0.072,2.129,OFF
23-05-24 07:58:15,135.161,0.025,0.049,2.129,OFF
23-05-24 08:13:15,148.982,0.025,0.217,2.129,OFF
23-05-24 08:28:15,145.314,0.025,0.147,2.129,OFF
23-05-24 08:43:15,138.82,0.025,0.027,2.129,OFF
23-05-24 09:21:05,138.099,0.025,0.057,2.129,OFF
23-05-24 10:26:29,108.395,0.025,0.017,2.129,OFF
23-05-24 11:07:51,205.489,0.025,0.069,2.129,OFF
23-05-24 11:22:51,173.12,0.025,0.089,2.129,OFF
23-05-24 11:54:16,176.932,0.025,0.109,2.129,OFF
23-05-24 13:30:16,250.253,0.025,0.279,2.129,OFF
23-05-24 13:45:16,244.804,0.025,0.158,2.129,OFF
23-05-24 14:00:16,242.229,0.025,0.127,2.129,OFF
