TIME,VOLTAGE,CURRENT,WATT,KWH,DEVICE STATUS
23-06-11 00:10:07,216.332,0.028,3.484,14.142,OFF
23-06-11 00:25:07,208.132,0.028,3.282,14.143,OFF
23-06-11 00:40:07,220.521,0.028,3.105,14.144,OFF
23-06-11 00:55:07,211.65,0.027,3.214,14.145,OFF
23-06-11 01:10:07,205.057,0.027,3.115,14.145,OFF
23-06-11 01:25:07,223.098,0.027,3.305,14.146,OFF
23-06-11 01:40:07,210.412,0.027,3.389,14.147,OFF
23-06-11 01:55:07,223.255,0.027,3.283,14.148,OFF
23-06-11 02:10:07,222.275,0.027,3.002,14.149,OFF
23-06-11 02:25:07,232.036,0.027,3.342,14.149,OFF
23-06-11 02:40:07,226.624,0.027,3.1,14.15,OFF
23-06-11 02:55:07,227.961,0.027,3.29,14.151,OFF
23-06-11 03:10:07,232.691,0.027,3.369,14.152,OFF
23-06-11 03:25:07,237.469,0.027,3.182,14.153,OFF
23-06-11 03:40:07,231.971,0.027,3.392,14.154,OFF
23-06-11 03:55:07,234.28,0.027,3.211,14.154,OFF
23-06-11 04:10:07,236.221,0.027,3.292,14.155,OFF
23-06-11 04:25:07,231.234,0.027,3.371,14.156,OFF
23-06-11 04:40:07,237.527,0.027,3.587,14.157,OFF
23-06-11 04:55:07,241.346,0.027,3.467,14.158,OFF
23-06-11 05:10:07,240.967,0.027,3.239,14.159,OFF
23-06-11 05:25:07,240.598,0.027,3.539,14.159,OFF
23-06-11 05:40:07,242.723,0.027,3.501,14.16,OFF
23-06-11 05:55:07,241.772,0.027,3.525,14.161,OFF
23-06-11 06:10:07,242.912,0.027,3.788,14.162,OFF
23-06-11 06:25:07,242.982,0.027,3.465,14.163,OFF
23-06-11 06:40:07,240.979,0.027,3.224,14.164,OFF
23-06-11 06:55:07,243.629,0.027,3.428,14.164,OFF
23-06-11 07:10:07,241.988,0.027,3.274,14.165,OFF
23-06-11 07:25:07,241.714,0.027,3.438,14.166,OFF
23-06-11 07:40:07,241.094,0.027,3.3,14.167,OFF
23-06-11 07:55:07,239.75,0.027,3.345,14.168,OFF
23-06-11 08:10:07,238.875,0.027,3.2,14.168,OFF
23-06-11 08:25:07,241.088,0.027,3.068,14.169,OFF
23-06-11 08:40:07,236.488,0.027,3.213,14.17,OFF
