TIME,VOLTAGE,CURRENT,WATT,KWH,DEVICE STATUS
22-10-07 15:43:37,241.797,5.779,1402.684,0.002,ON
22-10-07 15:45:21,247.707,0.025,1.239,0.015,OFF
22-10-07 17:59:45,228.824,0.025,0.187,0.015,OFF
22-10-07 18:14:45,228.606,0.025,0.008,0.015,OFF
22-10-07 18:29:45,229.073,0.025,0.13,0.015,OFF
22-10-07 18:44:45,228.634,0.025,0.158,0.015,OFF
22-10-07 18:59:45,228.434,0.025,0.099,0.015,OFF
22-10-07 19:14:45,229.754,0.025,0.131,0.015,OFF
22-10-07 19:29:45,229.112,0.025,0.187,0.015,OFF
22-10-07 19:44:45,229.032,0.025,0.025,0.015,OFF
22-10-07 19:59:45,229.254,0.025,0.175,0.015,OFF
22-10-07 20:14:45,229.232,0.025,0.037,0.015,OFF
22-10-07 20:29:45,229.409,0.025,0.092,0.015,OFF
22-10-07 20:44:45,229.681,0.025,0.113,0.015,OFF
22-10-07 20:59:45,229.635,0.025,0.114,0.015,OFF
22-10-07 21:14:45,229.07,0.025,0.187,0.015,OFF
22-10-07 21:29:45,228.946,0.025,0.09,0.015,OFF
22-10-07 21:44:45,229.188,0.025,0.062,0.015,OFF
22-10-07 21:59:45,229.383,0.025,0.087,0.015,OFF
22-10-07 22:14:45,229.059,0.025,0.063,0.015,OFF
22-10-07 22:29:45,228.669,0.025,0.169,0.015,OFF
22-10-07 22:44:45,228.759,0.025,0.082,0.015,OFF
22-10-07 22:59:45,229.121,0.025,0.06,0.015,OFF
22-10-07 23:14:45,229.708,0.025,0.06,0.015,OFF
22-10-07 23:29:45,229.343,0.025,0.014,0.015,OFF
22-10-07 23:44:45,229.344,0.025,0.245,0.016,OFF
22-10-07 23:59:45,229.502,0.025,0.106,0.016,OFF
22-10-08 00:14:45,229.199,0.025,0.006,0.016,OFF
22-10-08 00:29:45,229.247,0.025,0.009,0.016,OFF
22-10-08 00:44:45,229.068,0.025,0.036,0.016,OFF
22-10-08 00:59:45,229.307,0.025,0.144,0.016,OFF
22-10-08 01:14:45,228.974,0.025,0.369,0.016,OFF
22-10-08 01:29:45,229.559,0.025,0.14,0.016,OFF
22-10-08 01:44:45,229.278,0.025,0.09,0.016,OFF
22-10-08 01:59:45,229.085,0.025,0.147,0.016,OFF
22-10-08 02:14:45,228.986,0.025,0.04,0.016,OFF
22-10-08 02:29:45,229.163,0.025,0.153,0.016,OFF
22-10-08 02:44:45,229.917,0.025,0.111,0.016,OFF
22-10-08 02:59:45,229.06,0.025,0.129,0.016,OFF
22-10-08 03:14:45,228.763,0.025,0.127,0.016,OFF
22-10-08 03:29:45,229.546,0.025,0.172,0.016,OFF
22-10-08 03:44:45,229.385,0.025,0.056,0.016,OFF
22-10-08 03:59:45,228.694,0.025,0.21,0.016,OFF
22-10-08 04:14:45,229.673,0.025,0.061,0.016,OFF
22-10-08 04:29:45,229.431,0.025,0.18,0.016,OFF
22-10-08 04:44:45,229.487,0.025,0.022,0.016,OFF
22-10-08 04:59:45,229.534,0.025,0.03,0.016,OFF
22-10-08 05:14:45,229.412,0.025,0.094,0.016,OFF
22-10-08 05:29:45,229.072,0.025,0.129,0.016,OFF
22-10-08 05:44:45,229.519,0.025,0.099,0.016,OFF
22-10-08 05:59:45,229.43,0.025,0.016,0.016,OFF
22-10-08 06:14:45,229.35,0.025,0.1,0.016,OFF
22-10-08 06:29:45,229.134,0.025,0.073,0.016,OFF
22-10-08 06:44:45,229.479,0.025,0.13,0.016,OFF
22-10-08 06:59:45,229.06,0.025,0.017,0.016,OFF
22-10-08 07:14:45,229.216,0.025,0.098,0.016,OFF
22-10-08 07:29:45,229.425,0.025,0.148,0.016,OFF
22-10-08 07:44:45,229.037,0.025,0.061,0.017,OFF
22-10-08 07:59:45,229.343,0.025,0.255,0.017,OFF
22-10-08 08:14:45,228.935,0.025,0.166,0.017,OFF
22-10-08 08:29:45,229.128,0.025,0.397,0.017,OFF
22-10-08 08:44:45,229.407,0.025,0.215,0.017,OFF
22-10-08 08:59:45,228.893,0.025,0.159,0.017,OFF
22-10-08 09:14:45,229.331,0.025,0.026,0.017,OFF
22-10-08 09:29:45,229.581,0.025,0.135,0.017,OFF
22-10-08 09:44:45,229.616,0.025,0.204,0.017,OFF
22-10-08 09:59:44,229.268,0.025,0.043,0.017,OFF
22-10-08 10:14:44,225.544,0.025,0.163,0.017,OFF
22-10-08 10:29:44,226.091,0.025,0.143,0.017,OFF
22-10-08 10:44:44,229.286,0.025,0.067,0.017,OFF
22-10-08 10:59:44,228.799,0.025,0.041,0.017,OFF
22-10-08 11:14:44,229.178,0.025,0.046,0.017,OFF
22-10-08 11:24:46,225.219,4.051,914.767,0.018,ON
22-10-08 11:29:44,225.192,4.088,925.492,0.057,ON
22-10-08 11:43:11,229.772,0.025,1.395,0.165,OFF
22-10-08 11:44:44,229.156,0.025,1.296,0.165,OFF
22-10-08 11:59:44,228.51,0.025,0.033,0.165,OFF
22-10-08 12:14:44,228.222,0.025,0.07,0.165,OFF
22-10-08 12:29:44,228.733,0.025,0.107,0.165,OFF
22-10-08 12:44:44,229.045,0.025,0.067,0.165,OFF
22-10-08 12:59:44,228.373,0.025,0.202,0.165,OFF
22-10-08 13:14:44,228.477,0.025,0.276,0.165,OFF
22-10-08 13:29:44,228.788,0.025,0.266,0.165,OFF
22-10-08 13:44:44,228.757,0.025,0.056,0.165,OFF
22-10-08 13:59:44,228.698,0.025,0.081,0.165,OFF
22-10-08 14:14:44,228.109,0.025,0.026,0.165,OFF
22-10-08 14:29:44,228.22,0.025,0.085,0.165,OFF
22-10-08 14:44:44,228.039,0.025,0.123,0.165,OFF
22-10-08 14:59:44,227.432,0.025,0.024,0.165,OFF
22-10-08 15:14:44,228.29,0.025,0.147,0.165,OFF
22-10-08 15:29:44,228.375,0.025,0.224,0.166,OFF
22-10-08 15:44:44,228.724,0.025,0.096,0.166,OFF
22-10-08 15:59:44,228.256,0.025,0.199,0.166,OFF
22-10-08 16:14:44,228.854,0.025,0.059,0.166,OFF
23-06-14 00:27:27,211.965,0.025,0.263,4.798,OFF
23-06-14 00:42:27,219.095,0.025,0.026,4.798,OFF
23-06-14 00:57:27,222.552,0.025,0.174,4.798,OFF
23-06-14 01:12:27,225.24,0.025,0.044,4.798,OFF
23-06-14 01:27:27,222.145,0.025,0.141,4.798,OFF
23-06-14 01:42:27,227.059,0.025,0.024,4.798,OFF
23-06-14 01:57:27,219.694,0.025,0.084,4.798,OFF
23-06-14 02:12:27,236.311,0.025,0.206,4.798,OFF
23-06-14 02:27:27,235.94,0.025,0.017,4.798,OFF
23-06-14 02:42:27,234.41,0.025,0.089,4.798,OFF
23-06-14 02:57:27,233.889,0.025,0.62,4.798,OFF
23-06-14 03:12:27,230.473,0.025,0.258,4.798,OFF
23-06-14 03:27:27,235.803,0.025,0.204,4.798,OFF
23-06-14 03:42:27,234.866,0.025,0.116,4.798,OFF
23-06-14 03:57:27,233.712,0.025,0.003,4.798,OFF
23-06-14 04:12:27,233.683,0.025,0.192,4.798,OFF
23-06-14 04:27:27,235.14,0.025,0.147,4.798,OFF
23-06-14 04:42:27,238.511,0.025,0.032,4.798,OFF
