TIME,VOLTAGE,CURRENT,WATT,KWH,DEVICE STATUS
23-05-24 10:47:05,152.706,8.015,1214.483,10.252,ON
23-05-24 10:55:53,166.815,0.025,0.209,10.425,OFF
23-05-24 11:01:59,139.869,0.025,0.02,10.425,OFF
23-05-24 11:16:59,147.522,0.025,0.143,10.425,OFF
23-05-24 11:31:59,159.76,0.025,0.018,10.425,OFF
23-05-08 10:56:27,149.482,7.864,1165.917,5.632,ON
23-05-08 11:00:48,161.667,0.025,0.194,5.709,OFF
23-05-08 11:33:37,128.116,6.746,857.705,5.711,ON
23-05-08 11:46:03,119.889,0.025,0.159,5.854,OFF
23-05-08 11:48:31,121.121,0.025,0.189,5.854,OFF
23-05-08 17:00:54,122.225,6.442,781.261,5.856,ON
23-05-08 17:14:45,144.74,0.025,0.187,6.038,OFF
23-05-08 17:15:47,140.378,0.025,0.218,6.038,OFF
23-05-08 17:19:48,125.019,6.588,817.325,6.04,ON
23-05-08 17:20:42,145.643,0.025,0.06,6.051,OFF
23-05-08 17:30:47,173.715,0.025,0.144,6.051,OFF
23-05-08 17:45:47,175.704,0.025,0.101,6.051,OFF
23-05-08 18:00:47,171.951,0.025,0.221,6.051,OFF
23-05-08 18:15:47,148.271,0.025,0.282,6.051,OFF
23-05-20 10:49:29,184.183,9.643,1762.174,8.604,ON
23-05-20 10:51:54,204.854,0.025,0.389,8.67,OFF
23-05-20 11:04:23,175.095,0.025,0.217,8.67,OFF
23-05-20 14:08:21,177.45,9.288,1635.193,8.673,ON
23-05-20 21:47:50,156.407,8.217,1275.356,8.738,ON
23-05-20 21:55:20,158.71,0.025,0.117,8.875,OFF
23-05-20 22:07:51,134.889,7.079,947.372,8.876,ON
23-05-20 22:09:29,151.935,0.025,0.101,8.9,OFF
23-05-20 22:22:44,153.754,0.025,0.13,8.9,OFF
23-05-20 22:37:44,133.062,0.025,0.061,8.9,OFF
23-05-20 22:52:27,110.669,5.811,638.253,8.901,ON
23-05-20 22:52:44,110.496,5.793,635.181,8.904,ON
23-05-20 22:59:30,129.899,0.025,0.133,8.977,OFF
23-05-20 23:07:44,132.255,0.025,0.113,8.977,OFF
23-05-20 23:22:44,135.631,0.025,0.08,8.977,OFF
23-05-20 23:37:44,134.999,0.025,0.207,8.977,OFF
23-05-20 23:52:44,144.502,0.025,0.016,8.977,OFF
23-05-30 00:02:49,99.926,5.265,522.141,11.482,ON
23-05-30 00:17:43,114.97,6.055,691.016,11.608,ON
23-05-30 00:18:57,130.398,0.025,0.127,11.621,OFF
23-05-30 00:32:43,141.537,0.025,0.177,11.621,OFF
23-05-30 00:47:43,156.846,0.025,0.209,11.621,OFF
23-05-30 01:02:43,152.851,0.025,0.324,11.621,OFF
23-05-30 01:17:43,127.104,0.025,0.148,11.621,OFF
23-05-30 01:32:43,164.373,0.025,0.196,11.621,OFF
23-05-30 01:47:43,159.148,0.025,0.128,11.621,OFF
23-05-30 02:02:43,162.132,0.025,0.126,11.621,OFF
23-05-30 02:17:43,178.955,0.025,0.183,11.622,OFF
23-05-30 02:24:42,163.661,8.615,1399.17,11.624,ON
23-05-30 02:31:16,189.647,0.025,0.252,11.775,OFF
23-05-30 02:32:43,192.086,0.025,0.317,11.775,OFF
23-05-30 02:47:43,165.237,0.025,0.365,11.775,OFF
23-05-30 11:21:17,140.922,7.414,1039.124,11.776,ON
23-05-30 11:24:03,165.678,0.025,0.169,11.826,OFF
23-05-30 11:36:11,163.061,0.025,0.048,11.826,OFF
23-05-30 11:51:11,129.278,0.025,0.125,11.826,OFF
23-05-30 12:06:11,132.217,0.025,0.078,11.826,OFF
23-05-30 12:21:11,132.97,0.025,0.047,11.826,OFF
23-05-30 12:36:11,161.326,0.025,0.092,11.826,OFF
23-05-30 12:51:11,148.073,0.025,0.03,11.826,OFF
23-05-30 13:06:11,103.34,0.025,0.067,11.826,OFF
23-05-30 13:21:11,162.989,0.025,0.056,11.826,OFF
