TIME,VOLTAGE,CURRENT,WATT,KWH,DEVICE STATUS
23-05-05 11:51:39,231.744,6.797,1573.695,5.047,ON
23-05-05 12:03:19,223.309,6.548,1460.773,5.201,ON
23-05-05 12:10:29,235.28,0.025,0.313,5.373,OFF
23-05-05 12:17:29,228.048,6.695,1525.429,5.376,ON
23-05-05 12:25:13,240.898,0.025,0.51,5.569,OFF
23-05-05 12:28:45,228.205,6.677,1522.297,5.572,ON
23-05-05 12:36:24,239.371,0.025,0.176,5.763,OFF
23-05-05 13:51:35,223.419,6.564,1464.642,5.765,ON
23-05-05 13:59:08,234.061,0.025,0.248,5.945,OFF
23-05-05 14:07:20,227.751,6.663,1515.844,5.947,ON
23-05-05 14:14:36,238.958,0.025,0.338,6.124,OFF
23-05-05 14:22:07,235.516,0.025,0.262,6.124,OFF
23-05-05 16:42:33,226.271,6.634,1499.741,6.126,ON
23-05-05 16:49:51,234.88,0.025,0.152,6.302,OFF
23-05-05 16:54:32,223.509,6.502,1451.747,6.304,ON
23-05-05 16:59:49,4.714,0.025,0.009,6.428,OFF
23-05-05 17:06:07,228.323,6.66,1519.004,6.43,ON
23-05-05 17:12:00,234.946,0.025,0.618,6.573,OFF
23-05-05 17:21:01,235.291,0.025,0.076,6.573,OFF
23-05-05 17:29:32,230.479,6.716,1546.525,6.575,ON
23-05-05 17:35:22,241.309,0.025,0.284,6.723,OFF
23-05-05 17:47:06,230.505,6.705,1544.14,6.725,ON
23-05-05 17:53:43,240.274,0.025,0.4,6.891,OFF
23-05-05 18:02:00,239.513,0.025,0.454,6.891,OFF
23-05-05 21:41:08,227.051,6.587,1494.258,6.893,ON
23-05-05 21:50:07,223.355,6.491,1448.4,7.072,ON
23-05-05 21:52:19,229.846,0.025,0.278,7.121,OFF
23-05-05 21:53:37,219.169,6.42,1405.747,7.123,ON
23-06-02 11:35:28,229.094,6.65,1522.0,13.983,ON
23-06-02 11:43:10,241.681,0.025,0.477,14.174,OFF
23-06-02 11:45:47,227.929,6.685,1522.203,14.176,ON
23-06-02 11:50:22,225.237,6.5,1462.45,14.29,ON
23-06-02 11:53:25,235.584,0.025,0.779,14.362,OFF
23-06-02 11:54:38,223.769,6.566,1469.633,14.364,ON
23-06-02 12:00:50,242.643,0.025,0.36,14.512,OFF
23-06-02 12:02:04,229.077,6.716,1536.999,14.515,ON
23-06-02 12:05:22,229.756,6.624,1520.44,14.598,ON
23-06-02 12:08:56,240.441,0.025,0.064,14.684,OFF
23-06-02 12:09:56,226.395,6.636,1501.288,14.687,ON
23-06-02 12:17:23,238.736,0.025,0.333,14.866,OFF
23-06-02 13:23:59,224.439,6.561,1471.37,14.869,ON
23-06-02 13:26:46,235.397,0.025,0.533,14.934,OFF
23-06-02 13:38:53,232.125,0.025,0.166,14.934,OFF
23-06-02 13:39:09,223.212,6.541,1458.857,14.937,ON
23-06-02 13:46:58,232.798,0.025,0.351,15.124,OFF
23-06-02 13:53:53,232.903,0.025,0.285,15.124,OFF
23-06-02 14:08:53,233.671,0.025,0.143,15.124,OFF
23-06-02 14:20:02,224.7,6.566,1473.83,15.127,ON
23-06-02 14:27:57,233.011,0.025,0.731,15.318,OFF
23-06-02 14:34:55,231.646,0.025,0.295,15.318,OFF
23-06-02 14:49:55,236.107,0.025,0.306,15.318,OFF
23-06-02 15:04:55,239.087,0.025,0.248,15.318,OFF
23-06-02 17:39:01,228.827,6.652,1520.914,15.321,ON
23-06-02 17:46:58,239.186,0.025,0.49,15.517,OFF
23-06-02 17:53:54,239.031,0.025,0.167,15.517,OFF
23-06-02 18:48:07,228.935,6.665,1524.741,15.519,ON
23-06-02 18:50:45,241.201,0.025,0.011,15.583,OFF
23-06-02 18:52:06,230.523,6.74,1552.393,15.586,ON
23-06-02 18:57:52,239.927,0.025,0.2,15.727,OFF
23-06-02 18:58:56,230.297,6.764,1556.05,15.729,ON
23-06-02 19:03:01,231.166,6.634,1531.947,15.832,ON
23-06-02 19:04:25,240.067,0.025,0.356,15.866,OFF
23-06-02 19:18:01,241.639,0.025,0.021,15.866,OFF
23-06-02 19:33:01,236.072,0.025,0.216,15.866,OFF
23-06-02 19:34:14,227.214,6.617,1501.681,15.868,ON
23-06-02 19:36:45,233.367,6.794,1583.999,15.902,ON
23-06-02 19:42:36,239.422,0.025,0.197,16.051,OFF
23-06-02 21:02:56,222.376,6.492,1443.159,16.053,ON
23-06-02 21:03:03,237.112,0.025,0.097,16.053,OFF
23-06-02 21:03:54,223.686,6.599,1474.704,16.056,ON
23-06-02 21:12:05,241.649,0.025,0.064,16.251,OFF
23-06-02 21:17:43,231.437,0.025,0.148,16.251,OFF
23-06-02 21:24:34,220.764,6.472,1427.293,16.254,ON
23-06-02 21:26:41,233.354,0.025,0.257,16.301,OFF
23-06-05 11:35:22,228.17,6.695,1526.411,17.942,ON
23-06-05 11:43:14,238.153,0.025,0.118,18.137,OFF
23-06-05 11:46:30,226.166,6.55,1480.177,18.139,ON
23-06-05 11:54:09,236.272,0.025,0.087,18.325,OFF
23-06-05 11:56:45,227.528,6.614,1501.989,18.328,ON
23-06-05 12:01:24,227.626,6.519,1482.47,18.443,ON
23-06-05 12:01:42,32.9,0.025,0.063,18.448,OFF
23-05-08 11:27:12,229.495,6.653,1525.595,8.703,ON
23-05-08 11:41:30,217.64,6.378,1386.874,8.841,ON
23-05-08 11:47:43,233.989,0.025,0.368,8.985,OFF
23-05-08 16:08:11,231.548,6.77,1566.206,8.988,ON
23-05-08 18:03:56,229.973,6.646,1526.894,9.171,ON
23-05-08 18:10:54,240.403,0.025,0.101,9.345,OFF
23-05-08 18:18:50,241.531,0.025,0.051,9.345,OFF
23-05-08 18:33:50,237.434,0.025,0.185,9.345,OFF
23-05-08 18:42:51,231.91,6.682,1548.157,9.348,ON
23-05-08 18:46:36,0.0,0.025,0.009,9.441,OFF
23-05-08 19:36:25,230.062,6.663,1531.546,9.443,ON
23-05-02 11:01:19,221.616,6.409,1419.003,0.686,ON
23-05-02 11:06:18,227.189,6.58,1493.595,0.72,ON
23-05-02 11:07:46,225.1,6.47,1455.023,0.751,ON
23-05-02 11:13:39,225.877,6.548,1477.642,0.847,ON
23-05-02 11:21:14,242.711,0.025,0.276,1.029,OFF
23-05-02 11:28:08,227.464,6.585,1496.301,1.032,ON
23-05-02 11:39:15,238.603,0.658,105.579,1.219,ON
23-05-02 12:36:09,232.082,6.754,1565.844,1.225,ON
23-05-02 12:36:36,241.1,0.03,0.034,1.234,OFF
23-05-02 12:36:42,232.042,6.671,1546.424,1.236,ON
23-05-02 16:54:34,230.941,6.708,1547.545,1.401,ON
23-05-02 17:01:52,242.25,0.025,0.036,1.585,OFF
23-05-02 17:03:05,233.586,6.867,1602.297,1.587,ON
23-05-02 17:08:16,241.584,0.025,0.115,1.72,ON
23-05-02 17:08:17,241.308,0.025,0.214,1.72,OFF
23-05-02 17:13:08,234.034,6.763,1581.185,1.725,ON
23-05-02 17:18:11,242.821,0.025,0.039,1.854,OFF
23-05-02 17:22:58,235.037,6.825,1602.427,1.857,ON
23-05-02 17:27:25,243.769,0.025,0.325,1.971,OFF
23-05-02 20:16:28,231.842,6.722,1556.962,1.974,ON
23-05-02 20:23:43,241.728,0.025,0.313,2.157,OFF
23-05-02 20:26:27,233.776,6.748,1576.022,2.16,ON
23-05-02 20:30:51,233.639,6.819,1591.624,2.162,ON
23-05-02 20:37:01,240.422,0.025,0.44,2.32,OFF
23-05-11 11:55:26,230.006,6.715,1542.893,10.509,ON
23-05-11 12:02:19,238.991,0.025,0.346,10.679,OFF
23-05-11 12:06:29,228.48,6.632,1513.997,10.681,ON
23-05-11 12:10:46,237.568,0.025,0.151,10.786,OFF
23-05-11 12:17:10,226.466,6.58,1488.493,10.788,ON
23-05-11 12:24:15,240.071,0.025,0.199,10.961,OFF
23-05-11 12:26:23,230.113,6.672,1533.915,10.964,ON
23-05-17 09:58:19,228.359,6.623,1510.693,12.693,ON
23-05-17 10:05:19,236.524,0.025,0.239,12.865,OFF
23-05-17 10:12:26,230.515,6.687,1539.936,12.867,ON
23-05-17 10:17:49,241.145,0.025,0.402,13.003,OFF
23-05-17 10:25:25,231.628,6.74,1559.745,13.006,ON
23-05-17 10:29:03,229.918,6.666,1530.88,13.02,ON
23-05-17 10:35:56,227.864,6.647,1513.118,13.159,ON
23-05-17 10:43:00,243.219,0.025,0.182,13.336,OFF
23-05-17 10:50:49,236.249,0.025,0.018,13.336,OFF
23-05-24 10:45:24,228.192,6.537,1490.167,13.339,ON
23-05-24 10:48:00,232.195,0.025,0.189,13.4,OFF
23-05-24 10:57:40,228.441,6.523,1488.52,13.402,ON
23-05-24 11:03:51,230.024,6.609,1518.879,13.421,ON
23-05-24 11:11:24,239.606,0.025,0.49,13.604,OFF
23-05-24 11:17:02,227.905,6.541,1489.163,13.607,ON
