TIME,VOLTAGE,CURRENT,WATT,KWH,DEVICE STATUS
22-09-30 12:45:30,229.017,0.044,5.598,0.001,ON
22-09-30 12:47:36,229.707,0.025,1.244,0.008,OFF
22-09-30 17:37:42,245.305,0.025,0.058,0.008,OFF
22-09-30 17:52:42,245.586,0.025,0.306,0.008,OFF
22-09-30 18:07:42,248.424,0.025,0.273,0.008,OFF
22-09-30 18:22:42,247.163,0.025,0.254,0.008,OFF
22-09-30 18:37:42,249.062,0.025,0.143,0.008,OFF
22-09-30 18:52:42,247.633,0.025,0.155,0.008,OFF
22-09-30 19:07:42,248.394,0.025,0.039,0.008,OFF
22-09-30 19:22:42,247.142,0.025,0.126,0.008,OFF
22-09-30 19:37:42,249.134,0.025,0.097,0.008,OFF
22-09-30 19:52:42,251.485,0.025,0.115,0.008,OFF
22-09-30 20:07:42,254.504,0.025,0.104,0.008,OFF
22-09-30 20:22:42,252.566,0.025,0.15,0.008,OFF
22-09-30 20:37:42,242.149,0.025,0.029,0.008,OFF
22-09-30 20:52:42,240.113,0.025,0.057,0.008,OFF
22-09-30 21:07:42,242.935,0.025,0.031,0.008,OFF
22-09-30 21:22:42,243.708,0.025,0.054,0.008,OFF
22-09-30 21:37:42,246.125,0.025,0.14,0.008,OFF
22-09-30 21:52:42,247.848,0.025,0.199,0.008,OFF
22-09-30 22:07:42,247.699,0.025,0.247,0.008,OFF
22-09-30 22:22:42,247.597,0.025,0.054,0.008,OFF
22-09-30 22:37:42,245.971,0.025,0.023,0.008,OFF
22-09-30 22:52:42,248.745,0.025,0.048,0.008,OFF
22-09-30 23:07:42,249.795,0.025,0.059,0.009,OFF
22-09-30 23:22:42,248.516,0.025,0.373,0.009,OFF
22-09-30 23:37:42,249.867,0.025,0.32,0.009,OFF
22-09-30 23:52:42,251.053,0.025,0.277,0.009,OFF
22-10-01 00:07:42,250.913,0.025,0.148,0.009,OFF
22-10-01 00:22:42,250.508,0.025,0.046,0.009,OFF
22-10-01 00:37:42,250.743,0.025,0.289,0.009,OFF
22-10-01 00:52:42,251.925,0.025,0.205,0.009,OFF
22-10-01 01:07:42,251.7,0.025,0.174,0.009,OFF
22-10-01 01:22:42,253.081,0.025,0.03,0.009,OFF
22-10-01 01:37:42,253.859,0.025,0.14,0.009,OFF
22-10-01 01:52:42,253.93,0.025,0.2,0.009,OFF
22-10-01 02:07:42,255.775,0.025,0.013,0.009,OFF
22-10-01 02:22:42,255.663,0.025,0.087,0.009,OFF
22-10-01 02:37:42,254.336,0.025,0.053,0.009,OFF
22-10-01 02:52:42,256.482,0.025,0.053,0.009,OFF
22-10-01 03:07:42,255.796,0.025,0.063,0.009,OFF
22-10-01 03:22:42,255.895,0.025,0.138,0.009,OFF
22-10-01 03:37:42,256.474,0.025,0.125,0.009,OFF
