TIME,VOLTAGE,CURRENT,WATT,KWH,DEVICE STATUS
23-04-11 10:40:55,209.98,6.048,1270.732,8.222,ON
23-04-11 10:49:02,217.463,0.025,0.097,8.385,OFF
23-04-11 10:55:49,203.213,0.025,0.088,8.385,OFF
23-04-11 11:10:49,195.052,0.025,0.031,8.385,OFF
23-04-11 11:11:25,185.564,5.384,999.929,8.386,ON
23-04-11 11:13:24,187.256,0.025,0.058,8.416,OFF
23-04-11 11:20:21,182.994,5.335,977.039,8.418,ON
23-04-11 11:25:49,187.06,5.352,1001.819,8.51,ON
23-04-11 11:27:29,195.089,0.025,0.058,8.537,OFF
23-04-11 11:40:49,194.405,0.025,0.016,8.537,OFF
23-04-11 11:55:49,195.902,0.025,0.075,8.537,OFF
23-04-11 12:10:49,197.651,0.025,0.105,8.537,OFF
23-04-11 12:24:56,178.283,5.19,925.961,8.538,ON
23-04-11 12:25:49,178.883,5.144,920.72,8.552,ON
23-04-11 12:25:58,187.043,0.025,0.238,8.553,OFF
23-04-11 12:26:59,183.814,5.362,986.526,8.554,ON
23-04-11 12:37:52,201.683,0.025,0.024,8.734,OFF
23-04-11 12:40:49,199.034,0.025,0.143,8.734,OFF
23-04-11 12:42:32,189.384,5.53,1048.004,8.735,ON
23-04-11 12:50:57,201.973,0.025,0.019,8.875,OFF
23-04-11 12:55:49,206.034,0.025,0.08,8.875,OFF
23-04-11 13:10:49,190.817,0.025,0.021,8.875,OFF
23-04-11 13:13:37,188.052,5.456,1026.493,8.877,ON
23-04-11 13:15:24,199.488,0.025,0.156,8.905,OFF
23-04-11 13:25:49,201.454,0.025,0.004,8.905,OFF
23-04-11 13:40:49,207.211,0.025,0.094,8.905,OFF
23-04-11 13:55:49,199.65,0.025,0.048,8.905,OFF
23-04-11 14:10:49,198.667,0.025,0.095,8.905,OFF
23-04-11 14:18:17,179.672,5.237,941.055,8.907,ON
23-04-11 14:25:49,184.532,5.299,978.245,9.03,ON
23-04-11 14:27:58,190.709,0.025,0.155,9.062,OFF
23-04-11 14:40:49,194.102,0.025,0.101,9.062,OFF
23-04-11 14:55:49,197.85,0.025,0.331,9.062,OFF
23-04-11 15:10:49,201.337,0.025,0.117,9.062,OFF
23-04-11 15:25:49,194.69,0.025,0.16,9.062,OFF
23-04-11 15:40:49,192.981,0.025,0.191,9.062,OFF
23-04-11 15:55:49,194.258,0.025,0.043,9.062,OFF
23-04-11 16:10:49,194.948,0.025,0.036,9.062,OFF
23-04-11 16:25:49,193.953,0.025,0.107,9.062,OFF
23-04-11 16:40:49,201.25,0.025,0.077,9.062,OFF
23-04-11 16:53:28,186.095,5.438,1012.829,9.064,ON
23-04-11 16:55:49,188.14,5.42,1020.435,9.103,ON
23-04-11 17:03:41,198.944,0.025,0.085,9.235,OFF
23-04-11 17:10:49,199.603,0.025,0.202,9.236,OFF
23-04-11 17:25:49,195.154,0.025,0.113,9.236,OFF
23-04-11 17:40:49,199.738,0.025,0.012,9.236,OFF
23-04-11 17:55:49,200.331,0.025,0.257,9.236,OFF
23-04-11 18:10:49,201.888,0.025,0.074,9.236,OFF
23-04-11 18:25:49,204.664,0.025,0.061,9.236,OFF
23-04-11 18:40:49,210.559,0.025,0.094,9.236,OFF
23-04-11 18:55:49,212.486,0.025,0.177,9.236,OFF
23-04-11 19:10:49,211.376,0.025,0.098,9.236,OFF
23-04-11 19:14:11,198.927,5.809,1156.116,9.237,ON
23-04-11 19:23:05,206.704,0.025,0.122,9.405,OFF
23-04-11 19:25:49,206.507,0.025,0.016,9.405,OFF
23-04-11 19:40:49,192.589,0.025,0.038,9.405,OFF
23-04-11 19:55:49,192.978,0.025,0.093,9.405,OFF
23-04-11 20:10:49,195.802,0.025,0.053,9.405,OFF
23-04-11 20:25:49,200.913,0.025,0.124,9.405,OFF
23-04-11 20:40:49,194.381,0.025,0.047,9.405,OFF
23-04-11 20:55:49,195.341,0.025,0.101,9.405,OFF
23-04-11 21:10:49,193.062,0.025,0.17,9.405,OFF
23-04-11 21:25:49,171.293,0.025,0.027,9.405,OFF
23-04-11 21:28:16,170.57,4.974,849.015,9.407,ON
23-04-11 21:37:06,167.936,0.025,0.192,9.528,OFF
23-04-11 21:40:49,166.717,0.025,0.114,9.528,OFF
23-04-11 21:55:49,171.017,0.025,0.031,9.528,OFF
23-04-11 22:10:49,171.837,0.025,0.142,9.528,OFF
23-04-11 22:25:49,156.664,0.025,0.136,9.528,OFF
23-04-11 22:40:49,163.425,0.025,0.037,9.528,OFF
23-04-11 22:55:49,186.995,0.025,0.064,9.528,OFF
23-04-11 23:10:49,178.762,0.025,0.07,9.528,OFF
23-04-11 23:14:05,169.893,4.986,847.936,9.529,ON
23-04-11 23:24:59,190.69,0.025,0.208,9.684,OFF
23-04-11 23:25:49,187.583,0.025,0.16,9.684,OFF
23-04-11 23:40:49,204.025,0.025,0.115,9.684,OFF
23-04-11 23:55:49,193.996,0.025,0.155,9.684,OFF
23-04-12 00:04:49,186.526,5.443,1015.886,9.686,ON
23-06-13 19:23:50,244.976,0.025,0.123,31.901,OFF
23-06-13 19:38:50,244.991,0.025,0.133,31.901,OFF
23-06-13 19:53:50,237.642,0.025,0.161,31.901,OFF
23-06-13 20:08:50,234.903,0.025,0.097,31.901,OFF
23-04-09 00:13:25,166.672,4.806,801.536,7.92,ON
23-04-09 00:18:43,185.389,0.025,0.018,7.996,OFF
23-04-09 00:28:25,172.033,0.025,0.15,7.996,OFF
23-04-09 00:43:25,189.123,0.025,0.269,7.996,OFF
23-04-09 00:52:42,191.279,5.567,1065.23,7.998,ON
23-04-09 00:58:25,189.829,5.429,1031.31,8.096,ON
23-04-09 01:02:18,205.992,0.025,0.163,8.165,OFF
23-04-09 01:13:25,198.609,0.025,0.173,8.165,OFF
23-04-09 01:28:25,205.285,0.025,0.225,8.165,OFF
23-04-09 01:43:25,213.963,0.025,0.234,8.165,OFF
23-04-09 01:47:04,205.801,5.955,1226.124,8.167,ON
23-04-09 01:49:57,209.821,0.025,0.188,8.22,OFF
23-04-09 01:58:25,208.846,0.025,0.168,8.22,OFF
23-04-12 00:10:49,186.291,5.335,994.748,9.785,ON
23-04-12 00:16:12,201.263,0.025,0.12,9.872,OFF
23-04-12 00:25:49,202.293,0.025,0.138,9.872,OFF
23-04-12 00:40:49,197.814,0.025,0.098,9.872,OFF
23-04-12 00:55:49,210.431,0.025,0.207,9.872,OFF
23-04-12 01:10:49,200.939,0.025,0.282,9.872,OFF
23-04-12 01:25:49,212.858,0.025,0.039,9.872,OFF
23-04-12 01:40:49,202.228,0.025,0.076,9.872,OFF
23-04-12 14:53:05,195.476,0.025,0.166,9.872,OFF
23-04-12 15:08:05,192.462,0.025,0.066,9.872,OFF
23-04-12 15:23:05,190.044,0.025,0.071,9.872,OFF
23-04-12 15:38:05,208.096,0.025,0.023,9.872,OFF
23-04-12 15:53:05,201.846,0.025,0.05,9.872,OFF
23-04-12 16:08:05,199.092,0.025,0.022,9.872,OFF
23-04-12 16:23:05,195.898,0.025,0.027,9.872,OFF
23-04-12 16:38:05,202.426,0.025,0.01,9.872,OFF
23-04-12 16:53:05,187.449,0.025,0.013,9.872,OFF
23-04-12 17:07:16,196.205,5.708,1120.742,9.874,ON
23-04-12 17:08:05,194.126,5.571,1082.047,9.889,ON
23-04-12 17:16:50,197.369,0.025,0.028,10.041,OFF
23-04-12 17:23:05,197.628,0.025,0.136,10.041,OFF
23-04-12 17:30:23,184.753,5.379,995.623,10.043,ON
23-04-12 17:31:29,189.593,0.025,0.023,10.06,OFF
23-04-12 17:38:05,191.999,0.025,0.357,10.06,OFF
23-04-12 17:53:05,191.827,0.025,0.068,10.06,OFF
23-04-12 18:08:05,202.824,0.025,0.074,10.06,OFF
23-04-12 18:23:05,206.081,0.025,0.007,10.06,OFF
23-04-12 18:38:05,207.911,0.025,0.096,10.06,OFF
23-04-12 18:53:05,209.338,0.025,0.066,10.06,OFF
23-04-12 19:08:05,210.264,0.025,0.164,10.06,OFF
23-04-12 19:23:05,203.184,0.025,0.008,10.06,OFF
23-04-12 19:24:55,195.986,5.706,1119.204,10.062,ON
23-04-12 19:34:38,206.384,0.025,0.322,10.237,OFF
23-04-12 19:38:05,204.51,0.025,0.017,10.237,OFF
23-04-12 19:53:05,198.615,0.025,0.195,10.237,OFF
23-04-12 19:57:26,192.629,5.596,1078.535,10.239,ON
23-04-12 20:05:42,204.051,0.025,0.222,10.384,OFF
23-04-12 20:06:05,192.031,5.574,1071.084,10.386,ON
23-04-12 20:08:05,195.413,5.595,1094.066,10.421,ON
23-04-12 20:12:26,204.479,0.025,0.013,10.497,OFF
23-04-12 20:13:51,193.421,5.619,1087.563,10.498,ON
23-04-12 20:20:39,198.398,0.025,0.154,10.617,OFF
23-04-12 20:23:05,192.985,0.025,0.103,10.617,OFF
23-04-12 20:38:05,188.123,0.025,0.107,10.617,OFF
23-04-12 20:53:05,201.916,0.025,0.218,10.617,OFF
23-04-12 21:08:05,201.465,0.025,0.032,10.617,OFF
23-04-12 21:23:05,192.035,0.025,0.162,10.617,OFF
23-04-12 21:35:27,163.787,4.775,782.588,10.618,ON
23-04-12 21:38:05,169.063,4.881,825.717,10.654,ON
23-04-12 21:39:54,180.954,0.025,0.066,10.678,OFF
23-04-12 21:53:05,171.052,0.025,0.06,10.678,OFF
23-04-12 22:08:05,183.198,0.025,0.061,10.678,OFF
23-04-12 22:23:05,184.474,0.025,0.05,10.678,OFF
