TIME,VOLTAGE,CURRENT,WATT,KWH,DEVICE STATUS
23-05-05 13:06:59,216.822,6.348,1380.235,26.84,ON
23-05-05 13:26:55,217.426,6.368,1388.577,26.844,ON
23-05-05 13:41:49,224.527,6.459,1454.461,27.202,ON
23-05-05 13:56:49,223.301,6.418,1437.173,27.549,ON
23-05-05 14:11:49,218.692,6.286,1378.476,27.904,ON
23-05-05 14:26:49,221.689,6.354,1412.59,28.257,ON
23-05-05 14:36:41,233.432,0.025,0.106,28.48,OFF
23-04-19 16:59:34,211.319,7.036,1491.237,0.156,ON
23-04-19 17:00:57,226.368,0.025,0.059,0.187,OFF
22-10-08 00:14:45,252.098,0.025,0.184,0.017,OFF
22-10-08 00:29:45,251.607,0.025,0.108,0.017,OFF
22-10-08 00:44:45,251.918,0.025,0.16,0.017,OFF
22-10-08 00:59:45,251.587,0.025,0.008,0.017,OFF
22-10-08 01:14:45,251.984,0.025,0.288,0.017,OFF
22-10-08 01:29:45,254.198,0.025,0.14,0.017,OFF
22-10-08 01:44:45,253.906,0.025,0.05,0.018,OFF
22-10-08 01:59:45,254.843,0.025,0.041,0.018,OFF
22-10-08 02:14:45,254.348,0.025,0.06,0.018,OFF
22-10-08 02:29:45,255.084,0.025,0.165,0.018,OFF
22-10-08 02:44:45,254.118,0.025,0.309,0.018,OFF
22-10-08 02:59:45,253.941,0.025,0.056,0.018,OFF
22-10-08 03:14:45,255.606,0.025,0.043,0.018,OFF
22-10-08 03:29:45,256.391,0.025,0.016,0.018,OFF
22-10-08 03:44:45,255.967,0.025,0.01,0.018,OFF
22-10-08 03:59:45,255.98,0.025,0.007,0.018,OFF
22-10-08 04:14:45,255.016,0.025,0.229,0.018,OFF
22-10-08 04:29:45,255.102,0.025,0.03,0.018,OFF
22-10-08 04:44:45,254.862,0.025,0.018,0.018,OFF
22-10-08 04:59:45,254.772,0.025,0.115,0.018,OFF
22-10-08 05:14:45,253.476,0.025,0.165,0.018,OFF
22-10-08 05:29:45,252.989,0.025,0.048,0.018,OFF
22-10-08 05:44:45,251.101,0.025,0.025,0.018,OFF
22-10-08 05:59:45,250.593,0.025,0.081,0.018,OFF
22-10-08 06:14:45,247.168,0.025,0.077,0.018,OFF
22-10-08 06:29:45,245.407,0.025,0.137,0.018,OFF
22-10-08 06:44:45,241.988,0.025,0.049,0.018,OFF
22-10-08 06:59:45,241.88,0.025,0.108,0.018,OFF
22-10-08 07:14:45,240.686,0.025,0.102,0.018,OFF
22-10-08 07:29:45,242.485,0.025,0.034,0.018,OFF
22-10-08 07:44:45,240.282,0.025,0.064,0.018,OFF
22-10-08 07:59:45,242.309,0.025,0.122,0.018,OFF
22-10-08 08:14:45,237.946,0.025,0.043,0.018,OFF
22-10-08 08:29:45,239.476,0.025,0.024,0.018,OFF
22-10-08 08:44:45,237.885,0.025,0.315,0.018,OFF
22-10-08 08:59:45,237.493,0.025,0.101,0.018,OFF
22-10-08 09:14:45,234.069,0.025,0.11,0.019,OFF
22-10-08 09:29:45,240.79,0.025,0.032,0.019,OFF
22-10-08 09:44:45,237.722,0.025,0.301,0.019,OFF
22-10-08 09:59:45,235.186,0.025,0.414,0.019,OFF
22-10-08 10:14:45,236.645,0.025,0.014,0.019,OFF
22-10-08 10:29:45,236.919,0.025,0.031,0.019,OFF
22-10-08 10:44:45,234.611,0.025,0.057,0.019,OFF
22-10-08 10:59:45,236.155,0.025,0.078,0.019,OFF
22-10-08 11:14:45,235.228,0.025,0.069,0.019,OFF
22-10-08 11:29:45,238.794,0.025,0.113,0.019,OFF
22-10-08 11:44:45,236.677,0.025,0.129,0.019,OFF
22-10-08 11:47:38,236.471,0.042,5.604,0.02,ON
22-10-08 11:59:45,233.687,4.074,950.232,0.134,ON
22-10-08 12:03:24,241.259,0.025,1.233,0.153,OFF
22-10-08 12:14:45,236.607,0.025,0.12,0.153,OFF
22-10-08 12:29:45,240.907,0.025,0.187,0.153,OFF
22-10-08 12:44:45,238.468,0.025,0.088,0.153,OFF
22-10-08 12:59:45,243.906,0.025,0.135,0.153,OFF
22-10-08 13:14:45,247.926,0.025,0.106,0.153,OFF
22-10-08 13:29:45,248.02,0.025,0.031,0.153,OFF
22-10-08 13:44:45,245.922,0.025,0.09,0.153,OFF
22-10-08 13:59:45,244.609,0.025,0.251,0.153,OFF
22-10-08 14:14:45,245.08,0.025,0.02,0.154,OFF
22-10-08 14:29:45,239.556,0.025,0.042,0.154,OFF
22-10-08 14:44:45,236.359,0.025,0.065,0.154,OFF
22-10-08 14:59:45,237.559,0.025,0.105,0.154,OFF
22-10-08 15:14:45,241.774,0.025,0.164,0.154,OFF
22-10-08 15:29:45,242.188,0.025,0.146,0.154,OFF
22-10-08 15:44:45,244.379,0.025,0.146,0.154,OFF
22-10-08 15:59:45,238.863,0.025,0.242,0.154,OFF
22-10-08 16:14:45,238.262,0.025,0.155,0.154,OFF
23-04-29 13:19:38,209.474,6.03,1266.53,12.795,ON
23-04-29 13:34:32,209.108,6.034,1265.419,13.117,ON
23-04-29 13:49:32,212.003,6.117,1300.443,13.436,ON
23-04-29 14:08:47,221.436,6.469,1436.28,13.703,ON
23-04-29 14:20:53,229.578,6.633,1527.185,13.976,ON
23-04-29 14:23:10,222.578,6.42,1432.917,14.012,ON
23-04-29 14:40:15,228.353,6.712,1537.214,14.052,ON
23-04-29 14:45:37,222.746,6.423,1433.945,14.166,ON
23-04-29 14:51:13,224.441,6.497,1462.464,14.294,ON
23-04-29 14:56:41,222.924,6.424,1436.031,14.379,ON
23-04-29 15:20:01,219.47,6.453,1420.354,14.57,ON
23-04-29 15:34:55,226.662,6.547,1488.147,14.931,ON
23-04-29 15:49:55,218.457,6.314,1382.998,15.283,ON
23-04-29 18:57:18,212.537,6.255,1331.865,15.383,ON
23-04-29 19:12:12,212.167,6.128,1303.938,15.698,ON
23-04-30 16:26:10,235.094,0.025,0.026,15.698,OFF
23-04-30 18:24:45,219.989,6.461,1425.357,15.701,ON
23-04-30 18:28:29,218.619,6.322,1386.047,15.782,ON
23-04-30 18:38:21,226.866,6.542,1488.462,16.017,ON
23-04-30 18:53:14,229.138,6.599,1516.183,16.392,ON
23-04-30 19:08:14,231.42,6.663,1546.465,16.772,ON
23-05-02 12:39:45,222.987,6.45,1442.605,20.912,ON
23-05-02 12:40:47,225.015,6.472,1460.473,20.935,ON
23-05-02 12:55:41,227.814,6.558,1498.528,21.308,ON
23-05-02 13:10:41,223.033,6.43,1438.043,21.673,ON
23-05-02 13:25:41,223.128,6.439,1441.307,22.034,ON
23-05-02 13:40:41,226.099,6.522,1478.995,22.395,ON
23-05-02 13:55:41,226.291,6.528,1481.527,22.768,ON
23-05-02 14:10:41,230.026,6.635,1530.405,23.139,ON
23-05-02 14:25:41,214.984,6.21,1339.851,23.498,ON
23-05-02 14:37:57,223.557,6.485,1455.999,23.705,ON
23-05-02 14:52:51,230.279,6.643,1534.122,24.076,ON
23-05-02 15:07:51,226.127,6.525,1479.753,24.443,ON
23-05-02 15:22:51,233.08,6.724,1571.58,24.814,ON
23-05-02 15:37:51,223.8,6.458,1449.331,25.194,ON
23-05-02 15:47:26,225.186,6.535,1475.844,25.288,ON
23-05-02 16:02:20,229.764,6.611,1523.338,25.662,ON
23-05-02 18:03:50,221.182,6.464,1433.736,25.859,ON
23-05-04 12:11:12,216.285,6.185,1341.523,25.93,ON
23-05-04 12:18:52,222.802,0.025,0.183,26.098,OFF
23-05-04 12:18:59,212.327,6.129,1305.474,26.1,ON
23-05-04 12:19:17,222.767,0.025,0.022,26.104,OFF
23-05-04 12:19:24,213.258,6.159,1317.095,26.106,ON
23-05-04 12:26:05,206.499,5.948,1231.667,26.25,ON
23-05-04 12:41:05,224.388,6.452,1451.612,26.579,ON
22-10-07 15:53:37,242.852,4.04,978.792,0.001,ON
22-10-07 15:56:36,247.037,0.025,1.293,0.016,OFF
22-10-07 17:59:45,246.38,0.025,0.259,0.016,OFF
22-10-07 18:14:45,246.394,0.025,0.094,0.016,OFF
22-10-07 18:29:45,244.86,0.025,0.125,0.017,OFF
22-10-07 18:44:45,244.274,0.025,0.045,0.017,OFF
22-10-07 18:59:45,247.641,0.025,0.075,0.017,OFF
22-10-07 19:14:45,247.003,0.025,0.246,0.017,OFF
22-10-07 19:29:45,249.115,0.025,0.209,0.017,OFF
22-10-07 19:44:45,251.471,0.025,0.004,0.017,OFF
22-10-07 19:59:45,251.973,0.025,0.05,0.017,OFF
22-10-07 20:14:45,249.925,0.025,0.072,0.017,OFF
22-10-07 20:29:45,240.179,0.025,0.039,0.017,OFF
22-10-07 20:44:45,240.482,0.025,0.049,0.017,OFF
22-10-07 20:59:45,240.633,0.025,0.081,0.017,OFF
22-10-07 21:14:45,241.218,0.025,0.461,0.017,OFF
22-10-07 21:29:45,243.371,0.025,0.172,0.017,OFF
22-10-07 21:44:45,244.624,0.025,0.11,0.017,OFF
22-10-07 21:59:45,245.651,0.025,0.038,0.017,OFF
22-10-07 22:14:45,245.99,0.025,0.058,0.017,OFF
22-10-07 22:29:45,247.099,0.025,0.054,0.017,OFF
22-10-07 22:44:45,248.986,0.025,0.146,0.017,OFF
22-10-07 22:59:45,250.054,0.025,0.152,0.017,OFF
22-10-07 23:14:45,250.422,0.025,0.218,0.017,OFF
22-10-07 23:29:45,250.516,0.025,0.175,0.017,OFF
22-10-07 23:44:45,250.546,0.025,0.009,0.017,OFF
22-10-07 23:59:45,251.47,0.025,0.049,0.017,OFF
23-04-24 11:35:57,211.673,7.038,1494.056,11.198,ON
23-04-24 11:50:51,200.308,5.899,1185.043,11.515,ON
23-04-24 12:05:51,205.042,6.032,1240.239,11.83,ON
23-04-24 12:20:51,209.11,6.152,1290.147,12.142,ON
23-04-24 13:24:28,209.298,7.085,1485.195,12.196,ON
23-04-24 13:47:04,203.879,6.866,1403.864,12.451,ON
23-04-24 14:08:16,214.625,7.265,1563.969,12.555,ON
23-04-21 11:11:35,222.812,7.559,1689.136,0.19,ON
23-04-21 11:26:16,216.287,6.409,1390.164,0.53,ON
23-04-21 11:27:58,205.59,6.122,1262.639,0.566,ON
23-04-21 11:48:40,209.079,6.964,1460.182,0.823,ON
23-04-21 12:03:34,203.355,6.093,1242.442,1.138,ON
23-04-21 12:18:36,207.896,6.347,1323.163,1.454,ON
23-04-21 12:21:56,216.836,6.587,1432.2,1.519,ON
23-04-21 12:28:45,206.024,6.783,1401.496,1.596,ON
23-04-21 12:38:12,208.278,6.402,1337.256,1.777,ON
23-04-21 12:39:01,209.783,6.333,1332.339,1.79,ON
23-04-21 12:41:29,214.332,6.508,1398.937,1.829,ON
23-04-21 12:56:23,212.481,6.314,1345.472,2.157,ON
